id,deal_name,customer_code,serial_no,nature_of_work,last_executed_month,execution_status,data_delivery_date,date_of_po,document_type,start_date,end_date,kam_code,sector,type_of_work,software_platform,last_invoice_date,invoice_no,amount_excl_gst,amount_incl_gst,billed_excl_gst,billed_incl_gst,collected_incl_gst,to_be_billed_excl_gst,to_be_billed_incl_gst,amount_receivable,ar_priority,invoice_status,actual_billing_month,wo_status,caveats
SDPLDEAL-017,Alias_160,WOCOMPANY_051,SDPLDEAL-017,One time Project,,Completed,2025-05-13,2025-04-10,Purchase Order,2025-04-25,2025-05-31,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-07-10,SDPL/FY25-26/133,62584.9,73850.182,62584.9,73850.182,67591.91398,0.0,0.0,6258.268024,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-018,Alias_160,WOCOMPANY_051,SDPLDEAL-018,One time Project,,Completed,2025-05-06,2025-04-10,Purchase Order,2025-04-28,2025-05-31,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-06-29,SDPL/FY25-26/099,260360.5832,307225.4882,260353.184,307216.7571,281181.8333,7.3992,8.731056,26034.92378,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-019,Alias_160,WOCOMPANY_051,SDPLDEAL-019,One time Project,,Completed,2025-06-14,2025-04-10,Purchase Order,2025-05-01,2025-05-30,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-06-27,SDPL/FY25-26/110,157535.134,185891.4581,157399.2354,185731.0977,185891.3348,135.89864,160.3603952,-160.2370752,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-020,Alias_160,WOCOMPANY_051,SDPLDEAL-020,One time Project,,Completed,2025-06-03,2025-04-10,Purchase Order,2025-05-02,2025-05-30,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-07-19,SDPL/FY25-26/360,227987.85,269025.663,215828.498,254677.6276,233094.3832,12159.352,14348.03536,21583.24442,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-021,Mojo Jojo,WOCOMPANY_036,SDPLDEAL-021,One time Project,,Completed,2025-06-24,2025-04-10,Purchase Order,2025-05-01,2025-05-31,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-08-08,SDPL/FY25-26/399,151275.4108,178504.9847,125206.796,147744.0193,147743.526,26068.6148,30760.96546,0.49328,Normal,Fully Billed,August,Closed,[]
SDPLDEAL-022,Mojo Jojo,WOCOMPANY_036,SDPLDEAL-022,One time Project,,Completed,2025-05-07,2025-04-10,Purchase Order,2025-05-01,2025-05-31,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-08-05,SDPL/FY25-26/143,1164911.55,1374595.629,1138011.758,1342853.875,1342853.678,26899.7916,31741.75409,0.1973119999,Normal,Fully Billed,August,Closed,[]
SDPLDEAL-024,Mojo Jojo,WOCOMPANY_036,SDPLDEAL-024,One time Project,,Completed,2025-06-07,2025-04-10,Purchase Order,2025-05-01,2025-05-31,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-08-06,SDPL/FY25-26/389,371860.3612,438795.2262,365246.7096,430991.1173,430990.772,6613.6516,7804.108888,0.345296,Normal,Fully Billed,August,Closed,[]
SDPLDEAL-023,Mojo Jojo,WOCOMPANY_036,SDPLDEAL-023,One time Project,,Completed,2025-06-24,2025-04-10,Purchase Order,2025-05-01,2025-05-31,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-08-07,SDPL/FY25-26/394,440190.74,519425.0732,396450.3692,467811.4357,467810.7204,43740.3708,51613.63754,0.715256,Normal,Fully Billed,September,Closed,[]
SDPLDEAL-025,Alias_160,WOCOMPANY_051,SDPLDEAL-025,One time Project,,Completed,2025-07-10,2025-04-10,Purchase Order,2025-05-07,2025-06-15,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-07-25,SDPL/FY25-26/371,170274.09,200923.4262,170274.09,200923.4262,0.0,0.0,0.0,200923.4262,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-026,Tanjiro,WOCOMPANY_005,SDPLDEAL-026,One time Project,,Completed,2025-06-11,2025-04-10,Purchase Order,2025-05-01,2025-05-30,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-08-07,SDPL/FY25-26/395,183130.2,216093.636,179510.758,211822.6944,17951.6924,3619.442,4270.94156,193871.002,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-027,Tanjiro,WOCOMPANY_005,SDPLDEAL-027,One time Project,,Completed,2025-06-16,2025-04-10,Purchase Order,2025-05-01,2025-05-30,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-08-08,SDPL/FY25-26/398,937848.6,1106661.348,937848.6,1106661.348,0.0,0.0,0.0,1106661.348,Priority,Fully Billed,August,Closed,['High AR overdue risk (> ₹10L)']
SDPLDEAL-028,Tanjiro,WOCOMPANY_005,SDPLDEAL-028,One time Project,,Completed,2025-06-16,2025-04-10,Purchase Order,2025-05-01,2025-05-30,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-08-07,SDPL/FY25-26/396,355161.6,419090.688,336437.9244,396996.7508,0.0,18723.6756,22093.93721,396996.7508,Normal,Fully Billed,August,Closed,[]
SDPLDEAL-029,Tanjiro,WOCOMPANY_005,SDPLDEAL-029,One time Project,,Completed,2025-06-13,2025-04-10,Purchase Order,2025-05-01,2025-05-30,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-08-06,SDPL/FY25-26/392,358830.8633,423420.4187,358830.37,423419.8366,0.0,0.49328,0.5820704,423419.8366,Normal,Fully Billed,August,Closed,[]
SDPLDEAL-030,Armin,WOCOMPANY_020,SDPLDEAL-030,One time Project,,Completed,2025-05-09,2025-04-10,Purchase Order,2025-04-15,2025-05-30,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-06-24,SDPL/FY25-26/084,135488.712,159876.6801,135489.2176,159877.2768,159876.9808,-0.505612,-0.59662216,0.295968,Normal,Fully Billed,June,Closed,[]
SDPLDEAL-031,Armin,WOCOMPANY_020,SDPLDEAL-031,One time Project,,Completed,2025-05-09,2025-04-10,Purchase Order,2025-04-15,2025-05-30,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-06-24,SDPL/FY25-26/086,236813.8624,279440.3576,236813.8624,279440.3576,4737.9544,0.0,0.0,274702.4032,Normal,Fully Billed,June,Closed,[]
SDPLDEAL-032,Armin,WOCOMPANY_020,SDPLDEAL-032,One time Project,,Completed,2025-05-09,2025-04-10,Purchase Order,2025-04-15,2025-05-30,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-06-24,SDPL/FY25-26/085,382095.9212,450873.187,382095.9212,450873.187,450873.9516,0.0,0.0,-0.764584,Normal,Fully Billed,June,Closed,[]
SDPLDEAL-033,Jessie,WOCOMPANY_043,SDPLDEAL-033,Annual Rate Contract,June,Completed,2025-06-15,2025-04-10,Purchase Order,2025-04-21,2025-05-31,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-08-21,SDPL/FY25-26/418,755939.268,892008.3362,545913.7159,644178.1848,383312.436,210025.5521,247830.1515,260865.7488,Priority,Partially Billed,August,Closed,[]
SDPLDEAL-034,Naruto,WOCOMPANY_001,SDPLDEAL-034,One time Project,,Completed,,2025-05-27,Purchase Order,2025-05-27,2025-06-30,OWNER_003,Renewables,Hydrology,NONE,2025-09-16,SDPL/FY25-26/455,308300.0,363794.0,308300.0,363794.0,120853.6,0.0,0.0,242940.4,Priority,Fully Billed,,Closed,[]
SDPLDEAL-035,Inosuke,WOCOMPANY_045,SDPLDEAL-035,Proof of Concept,,Ongoing,,2025-05-13,LOA/LOI,2025-06-01,2025-06-30,OWNER_003,Railways,Road/rail survey,NONE,,,1.2332,1.455176,0.0,0.0,0.0,1.2332,1.455176,0.0,Normal,Partially Billed,,Open,[]
SDPLDEAL-037,Alias_162,WOCOMPANY_052,SDPLDEAL-037,Annual Rate Contract,Dec,Completed,2025-06-18,2025-04-25,Purchase Order,2025-06-04,2025-06-30,OWNER_001,Mining,Topography Survey: RGB,NONE,,,2250751.549,2655886.828,2158261.919,2546749.065,0.0,92489.63004,109137.7634,2546749.065,Priority,Partially Billed,July,Open,"['Project Completed but unbilled / missing invoice date', 'High AR overdue risk (> ₹10L)']"
SDPLDEAL-038,Alias_162,WOCOMPANY_052,SDPLDEAL-038,One time Project,,Completed,2025-06-22,2025-04-10,Purchase Order,2025-06-12,2025-06-30,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-08-01,SDPL/FY25-26/372,476015.2,561697.936,476382.6936,562131.5784,562132.0224,-367.4936,-433.642448,-0.443952,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-040,Alphonse,WOCOMPANY_009,SDPLDEAL-040,One time Project,,Completed,2025-09-23,2025-06-11,Purchase Order,2025-06-16,2025-07-04,OWNER_001,Renewables,Topography Survey: RGB,NONE,,,1426208.132,1682925.596,0.0,0.0,0.0,1426208.132,1682925.596,0.0,Normal,Not billed yet,,Open,['Project Completed but unbilled / missing invoice date']
SDPLDEAL-041,Alphonse,WOCOMPANY_009,SDPLDEAL-041,One time Project,,Completed,2025-06-11,2025-06-11,Purchase Order,2025-06-02,2025-06-13,OWNER_001,Renewables,"Hydrology, Topography Survey: RGB",NONE,2025-06-17,SDPL/FY25-26/068,443952.0,523863.36,443952.0,523863.36,523863.36,0.0,0.0,0.0,Normal,Fully Billed,June,Closed,[]
SDPLDEAL-042,Alphonse,WOCOMPANY_009,SDPLDEAL-042,One time Project,,Completed,,2025-06-11,Purchase Order,2025-06-02,2025-06-11,OWNER_001,Renewables,"Topography Survey: RGB, Hydrology",NONE,2025-06-17,SDPL/FY25-26/069,881738.0,1040450.84,881738.0,1040450.84,895103.4216,0.0,0.0,145347.4184,Normal,Fully Billed,September,Closed,[]
SDPLDEAL-043,Erwin,WOCOMPANY_021,SDPLDEAL-043,One time Project,,Completed,2025-06-15,2025-04-10,Purchase Order,2025-06-16,2025-06-23,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-09-16,SDPL/FY25-26/453,16648.2,19644.876,16648.2,19644.876,0.0,0.0,0.0,19644.876,Normal,Fully Billed,September,Closed,[]
SDPLDEAL-044,Tanjiro,WOCOMPANY_005,SDPLDEAL-044,One time Project,,Completed,2025-07-02,2025-04-10,LOA/LOI,2025-06-14,2025-06-23,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-08-20,SDPL/FY25-26/407,12774.7188,15074.16818,12774.7188,15074.16818,15074.6368,0.0,0.0,-0.468616,Normal,Fully Billed,August,Closed,[]
SDPLDEAL-046,Tanjiro,WOCOMPANY_051,SDPLDEAL-046,One time Project,,Completed,2025-05-05,2025-04-10,Purchase Order,2025-05-22,2025-06-22,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-07-25,SDPL/FY25-26/369,390952.7636,461324.261,390887.404,461247.1367,461247.63,65.3596,77.124328,-0.49328,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-047,Tanjiro,WOCOMPANY_051,SDPLDEAL-047,One time Project,,Completed,2025-05-26,2025-04-10,Purchase Order,2025-05-15,2025-06-16,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-07-02,SDPL/FY25-26/115,476539.31,562316.3858,469116.7409,553557.7542,506645.9025,7422.56914,8758.631585,46911.85167,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-048,Tanjiro,WOCOMPANY_051,SDPLDEAL-048,One time Project,,Completed,2025-05-13,2025-04-10,Purchase Order,2025-04-14,2025-06-30,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-06-27,SDPL/FY25-26/097,145842.4865,172094.1341,145842.4865,172094.1341,157509.7547,0.0,0.0,14584.37937,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-049,Tanjiro,WOCOMPANY_051,SDPLDEAL-049,One time Project,,Completed,2025-06-10,2025-04-10,Purchase Order,2025-04-21,2025-07-21,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-07-22,SDPL/FY25-26/363,707388.184,834718.0571,707388.184,834718.0571,763979.732,0.0,0.0,70738.32512,Normal,Fully Billed,September,Closed,[]
SDPLDEAL-050,Timon,WOCOMPANY_046,SDPLDEAL-050,Proof of Concept,,Completed,,2025-06-20,Email Confirmation,2025-06-23,2025-08-10,OWNER_001,Renewables,"Videography for construction monitoring, Topography Survey: RGB",NONE,,,1.2332,1.455176,0.0,0.0,0.0,1.2332,1.455176,0.0,Normal,Partially Billed,,Open,['Project Completed but unbilled / missing invoice date']
SDPLDEAL-051,Alphonse,WOCOMPANY_009,SDPLDEAL-051,One time Project,,Completed,,2025-06-17,Purchase Order,2025-01-01,2025-06-20,OWNER_005,Renewables,Others,SPECTRA,2025-06-20,SDPL/FY25-26/080,2466400.0,2910352.0,2466400.0,2910352.0,2910352.0,0.0,0.0,0.0,Normal,Fully Billed,,Closed,[]
SDPLDEAL-053,Mr. Krabs,WOCOMPANY_031,SDPLDEAL-053,Monthly Contract,May,Executed until current month,,2025-01-21,Purchase Order,2025-05-15,2025-05-19,OWNER_004,Mining,LiDAR Survey: LiDAR,SPECTRA,2025-06-20,SDPL/FY25-26/083,184980.0,218276.4,184980.0,218276.4,0.0,0.0,0.0,218276.4,Normal,Fully Billed,,Closed,[]
SDPLDEAL-054,Mojo Jojo,WOCOMPANY_036,SDPLDEAL-054,One time Project,,Completed,2025-01-23,2025-05-14,Purchase Order,2025-06-04,2025-06-11,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-07-31,SDPL/FY25-26/377,65976.2,77851.916,65967.5676,77841.72977,77841.72977,8.6324,10.186232,0.0,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-055,Asuna,WOCOMPANY_018,SDPLDEAL-055,Monthly Contract,May,Executed until current month,,2023-04-11,Purchase Order,,,OWNER_001,Mining,Videography for construction monitoring,NONE,2025-03-31,SDPL/FY24-25/565,1775808.0,2095453.44,369960.0,436552.8,224434.0389,1405848.0,1658900.64,212118.7611,Normal,Partially Billed,,Open,[]
SDPLDEAL-056,Sakura,WOCOMPANY_002,SDPLDEAL-056,One time Project,,Completed,,2025-02-28,Purchase Order,2025-05-08,,OWNER_008,Mining,Raw images/videography,NONE,,,30830.0,36379.4,30830.0,36379.4,0.0,0.0,0.0,36379.4,Normal,Fully Billed,,Closed,[]
SDPLDEAL-057,Asuna,WOCOMPANY_018,SDPLDEAL-057,Monthly Contract,May,Executed until current month,,2024-07-12,Purchase Order,,,OWNER_001,Mining,Videography for construction monitoring,NONE,2025-03-31,SDPL/FY24-25/566,665928.0,785795.04,110988.0,130965.84,81392.4332,554940.0,654829.2,49573.4068,Normal,Partially Billed,,Open,[]
SDPLDEAL-058,Gohan,WOCOMPANY_026,SDPLDEAL-058,One time Project,,Completed,,2025-03-28,Purchase Order,,,OWNER_001,Construction,"Topography Survey: RGB, Hydrology",DMO,2025-07-18,SDPL/FY25-26/358,1514246.28,1786810.61,1514246.28,1786810.61,1635385.982,0.0,0.0,151424.628,Normal,Fully Billed,August,Closed,[]
SDPLDEAL-060,Powerpuff Girls,WOCOMPANY_039,SDPLDEAL-060,Monthly Contract,Dec,Executed until current month,,2025-01-23,Purchase Order,,,OWNER_001,Mining,LiDAR Survey: LiDAR,NONE,2025-06-16,SDPL/FY25-26/412,3877242.46,4575146.103,2684244.78,3167408.84,2141430.836,1192997.68,1407737.262,1025978.005,Priority,Billed- Visit 7,,Open,['High AR overdue risk (> ₹10L)']
SDPLDEAL-061,Rafiki,WOCOMPANY_048,SDPLDEAL-061,Monthly Contract,June,Executed until current month,,2022-09-29,Purchase Order,,,OWNER_003,Mining,"Topography Survey: RGB, Videography for construction monitoring",NONE,,,2757435.2,3253773.536,0.0,0.0,0.0,2757435.2,3253773.536,0.0,Normal,Fully Billed,,Open,['Project Completed but unbilled / missing invoice date']
SDPLDEAL-062,Bulbasaur,WOCOMPANY_050,SDPLDEAL-062,Annual Rate Contract,March,Executed until current month,,2025-03-25,Purchase Order,2025-02-05,2025-06-20,OWNER_004,Others,Others,SPECTRA + DMO,,,158699.3858,187265.2752,0.0,0.0,0.0,158699.3858,187265.2752,0.0,Normal,Partially Billed,,Open,['Project Completed but unbilled / missing invoice date']
SDPLDEAL-063,Alias_160,WOCOMPANY_051,SDPLDEAL-063,Annual Rate Contract,May,Executed until current month,,2025-04-01,LOA/LOI,2025-04-01,2026-04-01,OWNER_001,Mining,Mine survey,NONE,,,1.2332,1.455176,0.0,0.0,0.0,1.2332,1.455176,0.0,Normal,Partially Billed,,Open,['Project Completed but unbilled / missing invoice date']
SDPLDEAL-065,Shanks,WOCOMPANY_012,SDPLDEAL-065,One time Project,,Completed,,2025-04-12,Purchase Order,2025-04-10,2025-04-16,OWNER_004,Renewables,"Solar Inspection, Thermography",SPECTRA,2025-06-24,SDPL/FY25-26/088,24664.0,29103.52,24664.0,29103.52,2467.6332,0.0,0.0,26635.8868,Priority,Fully Billed,,Closed,[]
SDPLDEAL-066,Subaru,WOCOMPANY_019,SDPLDEAL-066,One time Project,,Completed,,2025-04-10,Purchase Order,2025-05-01,2025-06-10,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-06-27,SDPL/FY25-26/095,81555.27726,96235.22717,81555.27726,96235.22717,96235.2284,0.0,0.0,-0.0012332,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-067,Frieza,WOCOMPANY_022,SDPLDEAL-067,One time Project,,Completed,,2025-04-10,Purchase Order,2025-05-01,2025-06-16,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-08-06,SDPL/FY25-26/386,125169.8,147700.364,116542.0245,137519.5889,20977.47192,8627.7755,10180.77509,116542.117,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-068,Subaru,WOCOMPANY_019,SDPLDEAL-068,One time Project,,Completed,,2025-04-10,Purchase Order,2025-05-01,2025-06-16,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-07-21,SDPL/FY25-26/361,61690.83,72795.1794,61690.83,72795.1794,72795.796,0.0,0.0,-0.6166,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-069,Subaru,WOCOMPANY_019,SDPLDEAL-069,One time Project,,Completed,,2025-04-10,Purchase Order,2025-05-01,2025-06-16,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-11-03,SDPL/FY25-26/528,144622.2968,170654.3102,144622.2968,170654.3102,0.0,0.0,0.0,170654.3102,Normal,Fully Billed,November,Closed,[]
SDPLDEAL-070,Subaru,WOCOMPANY_019,SDPLDEAL-070,One time Project,,Completed,,2025-04-10,Purchase Order,2025-05-01,2025-06-17,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-07-28,SDPL/FY25-26/375,80098.8064,94516.59155,80098.8064,94516.59155,73807.6366,0.0,0.0,20708.95495,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-071,Subaru,WOCOMPANY_019,SDPLDEAL-071,One time Project,,Completed,,2025-04-10,Purchase Order,2025-05-01,2025-06-17,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-07-28,SDPL/FY25-26/376,94747.9892,111802.6273,94747.9892,111802.6273,92852.5608,0.0,0.0,18950.06646,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-072,Subaru,WOCOMPANY_019,SDPLDEAL-072,One time Project,,Completed,,2025-04-10,Purchase Order,2025-05-01,2025-06-17,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-07-28,SDPL/FY25-26/374,234398.0236,276589.6678,234398.0236,276589.6678,0.0,0.0,0.0,276589.6678,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-073,Tanjiro,WOCOMPANY_051,SDPLDEAL-073,One time Project,,Completed,,2025-04-28,Purchase Order,2025-05-15,2025-06-15,OWNER_001,Mining,Others,NONE,2025-06-30,SDPL/FY25-26/103,321865.2,379800.936,166482.0,196448.76,196448.76,155383.2,183352.176,0.0,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-074,Frieza,WOCOMPANY_022,SDPLDEAL-074,One time Project,,Completed,,2025-04-10,Purchase Order,2025-05-01,2025-06-16,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-06-30,SDPL/FY25-26/100,188717.7922,222686.9948,188717.7922,222686.9948,222687.5564,0.0,0.0,-0.56159928,Normal,Fully Billed,June,Closed,[]
SDPLDEAL-076,Yuji Itadori,WOCOMPANY_006,SDPLDEAL-076,One time Project,,Completed,,2025-04-01,Purchase Order,2025-04-05,2025-04-11,OWNER_003,Renewables,"Hydrology, Topography Survey: RGB",NONE,,,431620.0,509311.6,431620.0,509311.6,509311.6,0.0,0.0,0.0,Normal,Fully Billed,,Closed,[]
SDPLDEAL-077,Winnie the Pooh,WOCOMPANY_042,SDPLDEAL-077,Proof of Concept,,Completed,,2025-04-18,Email Confirmation,2025-04-30,2025-04-30,OWNER_003,Mining,"Volumetric survey, Others",NONE,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Fully Billed,,Closed,['Zero amount work order']
SDPLDEAL-078,Alias_162,WOCOMPANY_052,SDPLDEAL-078,Proof of Concept,,Completed,,2025-06-06,Email Confirmation,2025-06-13,2025-06-13,OWNER_003,Mining,Volumetric survey,NONE,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Fully Billed,,Closed,['Zero amount work order']
SDPLDEAL-079,Trunks,WOCOMPANY_015,SDPLDEAL-079,Proof of Concept,,Completed,,2025-07-01,Email Confirmation,2025-04-23,2025-04-23,OWNER_003,Railways,Road/rail survey,NONE,,,554940.0,654829.2,0.0,0.0,0.0,554940.0,654829.2,0.0,Normal,Partially Billed,,Open,['Project Completed but unbilled / missing invoice date']
SDPLDEAL-080,Tuxedo Mask,WOCOMPANY_052,SDPLDEAL-080,Annual Rate Contract,Dec,Executed until current month,,2025-04-01,Purchase Order,2025-04-01,2028-03-31,OWNER_003,Mining,"Topography Survey: RGB, Volumetric survey",NONE,2025-07-03,SDPL/FY25-26/118,2959680.0,3492422.4,493282.4664,582073.3104,0.0,2466397.534,2910349.09,582073.3104,Priority,Billed- Visit 3,,Open,[]
SDPLDEAL-081,Timon,WOCOMPANY_046,SDPLDEAL-081,Proof of Concept,,Completed,,2025-06-27,Purchase Order,2025-07-01,2025-08-17,OWNER_001,Renewables,"Topography Survey: RGB, Raw images/videography",SPECTRA,2025-11-03,,277470.0,327414.6,277470.0,327414.6,0.0,0.0,0.0,327414.6,Normal,Fully Billed,Dec,Closed,[]
SDPLDEAL-082,Timon,WOCOMPANY_046,SDPLDEAL-082,Proof of Concept,,Pause / struck,,2025-06-19,Purchase Order,2025-07-01,2025-08-17,OWNER_001,Renewables,"Topography Survey: RGB, Raw images/videography, Others",SPECTRA,2025-11-03,,277470.0,327414.6,277470.0,327414.6,0.0,0.0,0.0,327414.6,Normal,Fully Billed,,Closed,[]
SDPLDEAL-083,Subaru,WOCOMPANY_019,SDPLDEAL-083,One time Project,,Completed,,2025-04-10,Purchase Order,2025-05-01,2025-06-25,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-07-02,SDPL/FY25-26/114,143051.2,168800.416,130176.592,153608.3786,26035.3184,12874.608,15192.03744,127573.0602,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-084,Tuxedo Mask,WOCOMPANY_041,SDPLDEAL-084,One time Project,,Completed,,2025-06-21,Purchase Order,2025-07-01,2025-07-10,OWNER_003,Renewables,Others,NONE,2025-07-04,SDPL/FY25-26/120,215810.0,254655.8,215810.0,254655.8,0.0,0.0,0.0,254655.8,Priority,Fully Billed,,Closed,[]
SDPLDEAL-085,Luffy,WOCOMPANY_032,SDPLDEAL-085,One time Project,,Completed,,2025-06-21,LOA/LOI,2025-06-01,2025-06-30,OWNER_003,Renewables,Thermography,NONE,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Fully Billed,,Open,['Zero amount work order']
SDPLDEAL-086,Alias_162,WOCOMPANY_052,SDPLDEAL-086,Annual Rate Contract,,Completed,,2024-07-22,Purchase Order,2024-07-30,2025-07-30,OWNER_001,Mining,Volumetric survey,NONE,,,710616.2083,838527.1258,710616.2083,838527.1258,767463.522,0.0,0.0,71063.60382,Priority,Fully Billed,,Closed,[]
SDPLDEAL-087,Alias_162,WOCOMPANY_052,SDPLDEAL-087,Annual Rate Contract,Dec,Executed until current month,,2025-08-08,Purchase Order,2025-04-01,2026-03-31,OWNER_001,Mining,Volumetric survey,NONE,2025-12-09,SDPL/FY25-26/572,1065928.752,1257795.927,838526.672,989461.473,618232.7568,227402.08,268334.4544,371228.7162,Normal,Fully Billed,,Open,[]
SDPLDEAL-088,Mojo Jojo,WOCOMPANY_036,SDPLDEAL-088,One time Project,,Completed,,2025-04-26,Purchase Order,2025-04-28,2025-08-15,OWNER_001,Mining,Topography Survey: RGB,SPECTRA,2025-09-03,SDPL/FY25-26/419,154150.0,181897.0,154150.0,181897.0,166482.0,0.0,0.0,15415.0,Normal,Fully Billed,September,Closed,[]
SDPLDEAL-089,Obito,WOCOMPANY_023,SDPLDEAL-089,Annual Rate Contract,,Completed,,2025-07-09,LOA/LOI,2025-06-21,2026-06-20,OWNER_003,Mining,Others,NONE,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Fully Billed,,Closed,['Zero amount work order']
SDPLDEAL-090,Mojo Jojo,WOCOMPANY_036,SDPLDEAL-090,One time Project,,Completed,,2025-04-15,Purchase Order,2025-05-12,2025-06-20,OWNER_001,Mining,Topography Survey: RGB,SPECTRA,2025-08-06,SDPL/FY25-26/387,223971.3176,264286.1548,223971.3176,264286.1548,264287.092,0.0,0.0,-0.937232,Normal,Fully Billed,August,Closed,[]
SDPLDEAL-091,Rafiki,WOCOMPANY_048,SDPLDEAL-091,Proof of Concept,,Completed,,2025-07-08,Email Confirmation,2025-06-11,2025-06-19,OWNER_003,Mining,Thermography,NONE,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Fully Billed,,Closed,['Zero amount work order']
SDPLDEAL-092,Alias_160,WOCOMPANY_051,SDPLDEAL-092,One time Project,,Completed,,2025-04-10,Purchase Order,2025-05-01,2025-06-25,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-08-06,SDPL/FY25-26/390,357628.0,422001.04,321686.386,379589.9355,347420.6186,35941.614,42411.10452,32169.31686,Normal,Fully Billed,August,Closed,[]
SDPLDEAL-093,Obito,WOCOMPANY_023,SDPLDEAL-093,One time Project,,Completed,,2025-07-15,LOA/LOI,2025-07-21,2025-07-25,OWNER_003,Mining,Others,NONE,,,76458.4,90220.912,0.0,0.0,0.0,76458.4,90220.912,0.0,Normal,Partially Billed,,Open,['Project Completed but unbilled / missing invoice date']
SDPLDEAL-094,GG go,WOCOMPANY_035,SDPLDEAL-094,One time Project,,Completed,,2025-07-10,Purchase Order,2025-07-15,2025-07-31,OWNER_003,Renewables,Hydrology,NONE,,,749785.6,884747.008,0.0,0.0,0.0,749785.6,884747.008,0.0,Normal,Partially Billed,,Open,['Project Completed but unbilled / missing invoice date']
SDPLDEAL-095,Subaru,WOCOMPANY_019,SDPLDEAL-095,One time Project,,Completed,,2025-07-17,Purchase Order,2025-05-01,2025-05-30,OWNER_001,Mining,Topography Survey: RGB,NONE,2025-07-28,SDPL/FY25-26/373,155665.6028,183685.4113,155665.6028,183685.4113,3115.0632,0.0,0.0,180570.3481,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-096,Alphonse,WOCOMPANY_009,SDPLDEAL-096,One time Project,,Completed,,2025-07-16,Purchase Order,2025-07-14,2025-07-28,OWNER_001,Renewables,Topography Survey: RGB,NONE,2025-08-20,SDPL/FY25-26/413,986560.0,1164140.8,986560.0,1164140.8,0.0,0.0,0.0,1164140.8,Priority,Fully Billed,September,Closed,['High AR overdue risk (> ₹10L)']
